book,house,character,text
Movie_Wiki,Gryffindor,Movie_Harry, I've been thinking about something Dumbledore said to me.
Movie_Wiki,Gryffindor,Movie_Hermione, What's that?
Movie_Wiki,Gryffindor,Movie_Harry," That even though we got a fight ahead of us, we've got one thing that Voldemort doesn't have."
Movie_Wiki,Gryffindor,Movie_Ron, Yeah?
Movie_Wiki,Gryffindor,Movie_Harry, Something worth fighting for.
Movie_Wiki,Gryffindor,Movie_Harry,"[after Dumbledore asks him if he has feelings for Hermione] Oh no, no, no, I mean she's brilliant, but we're friends."
Movie_Wiki,Gryffindor,Movie_Harry,I've got a really good feeling about Hagrid's. I feel it's... it's the place to be tonight!
Movie_Wiki,Gryffindor,Movie_Harry,[After witnessing Dumbledore's murder] Snape! He trusted you!
Movie_Wiki,Gryffindor,Movie_Dumbledore,"Years ago, I knew a boy who made all the wrong choices. Please let me help you."
Movie_Wiki,Gryffindor,Movie_Dumbledore,Being me has its privileges.
Movie_Wiki,Gryffindor,Movie_Dumbledore,"Now as you know, each and every one of you was searched upon your arrival here tonight and you have the right to know why. Once there was a young man, who like you, sat in this very hall, walked this castle's corridors, slept under its roofs. He seemed to all the world a student like any other. His name: Tom Riddle. [Murmuring erupts among the students] Today, of course, he's known all over the world by another name, which is why, as I stand looking out upon you all tonight, I'm reminded of a sobering fact: Every day, every hour, this very minute, perhaps, dark forces attempt to penetrate this castle's walls. [pause] But in the end, their greatest weapon... is you. There's something to think about. Now off to bed, pip pip."
Movie_Wiki,Slytherin,Movie_Draco Malfoy,"Didn't Mummy ever tell you it was rude to eavesdrop, Potter? Petrificus Totalus! [Harry falls, still hidden] Oh, right. She was dead before you could wipe the drool off your chin. [Kicks Harry in the face, breaking his nose] That's for my father. [Covers Harry with the cloak] Enjoy your trip back to London."
Movie_Wiki,Slytherin,Movie_Horace Slughorn,"[in regard to returning to Hogwarts] All right, I'll do it! But I want Professor Merrythought's old office, not the water closet I had before. And I expect a raise, these are mad times we live in. MAD!"
Movie_Wiki,Slytherin,Movie_Horace Slughorn,"[Telling Harry the story of his deceased fish] It was a student who gave me Francis. One spring afternoon I discovered a bowl on my desk with just a few inches of clear water in it. And floating on the surface was a flower petal. As I watched, it sank. Just before it reached the bottom, it was transformed into a wee fish. It was beautiful magic, wondrous to behold. The flower petal had come from a lily. Your mother. The day I came downstairs, the day the bowl was empty, was the day your mother... I know why you're here, but I can't help you. It would ruin me."
Movie_Wiki,Gryffindor,Movie_Professor Mcgonagall," Potter, take Weasley with you. He looks far too happy over there."
Movie_Wiki,Gryffindor,Movie_Arthur Weasley," Times like these, dark times, they do funny things to people. They can tear them apart."
Movie_Wiki,Ravenclaw,Movie_Luna Lovegood," I've never been to this part of the castle. Well, not when I'm awake. I sleep-walk, you see. That's why I wear shoes to bed."
Movie_Wiki,Gryffindor,Movie_Katie Bell," I know you're going to ask Harry, but I don't know who cursed me. I’ve been trying to remember, honestly. But I just can’t."
Movie_Wiki,No Entry,Movie_Muggle Waitress, Harry Potter. Who's Harry Potter?
Movie_Wiki,Gryffindor,Movie_Harry," No one, bit of a tosser really."
Movie_Wiki,No Entry,Movie_Muggle Waitress," Funny that paper of yours, a couple minutes ago I could have sworn I saw a picture move. Thought I was going 'round a twist."
Movie_Wiki,Gryffindor,Movie_Harry," Hey, I was wondering--"
Movie_Wiki,No Entry,Movie_Muggle Waitress, 11. That's when I get off. You can tell me all about that tosser Harry Potter.
Movie_Wiki,Gryffindor,Movie_Harry," I just Apparated, didn't I?"
Movie_Wiki,Gryffindor,Movie_Dumbledore, Indeed. And quite successfully I might add. Most people vomit their first time.
Movie_Wiki,Gryffindor,Movie_Harry, Can't imagine why...
Movie_Wiki,Gryffindor,Movie_Dumbledore," You are, of course, wondering why it is I have brought you here tonight."
Movie_Wiki,Gryffindor,Movie_Harry," Actually, sir, after all these years, I just sorta go with it."
Movie_Wiki,Slytherin,Movie_Slughorn," Merlin's Beard! No need to disfigure me, Albus."
Movie_Wiki,Gryffindor,Movie_Dumbledore," I must say, you make a very convincing armchair, Horace."
Movie_Wiki,Slytherin,Movie_Slughorn, It's all in the upholstery. [pats his stomach] I come by the stuffing naturally. What gave me away?
Movie_Wiki,Gryffindor,Movie_Dumbledore, [points to stains in room] Dragon's blood.
Movie_Wiki,Gryffindor,Movie_Dumbledore," So what's with all the theatrics, Horace? You weren't by any chance waiting for someone else, were you?"
Movie_Wiki,Slytherin,Movie_Slughorn," Someone else? I'm sure I don't know what you mean... Oh alright. The Death Eaters have been trying to recruit me for over a year, you know what that's like? You can only say no to these people so many times, so I never stay anywhere more than a week. The Muggles who own this place are in the Canary Islands."
Movie_Wiki,Gryffindor,Movie_Ron, How much for this?
Movie_Wiki,Gryffindor,Movie_Fred And George, Five Galleons.
Movie_Wiki,Gryffindor,Movie_Ron, How much for me?
Movie_Wiki,Gryffindor,Movie_Fred And George, Five Galleons.
Movie_Wiki,Gryffindor,Movie_Ron, I'm your brother!
Movie_Wiki,Gryffindor,Movie_Fred And George, Ten Galleons.
Movie_Wiki,Gryffindor,Movie_Harry," Sorry I made you miss the carriages by the way, Luna."
Movie_Wiki,Ravenclaw,Movie_Luna, That's alright. It was like being with a friend.
Movie_Wiki,Gryffindor,Movie_Harry," Oh, I am your friend, Luna."
Movie_Wiki,Ravenclaw,Movie_Luna, That's nice.
Movie_Wiki,Ravenclaw,Movie_Luna," [regarding Harry's broken nose] Would you like me to fix that for you? I think you look a little devil-may-care this way, but it's up to you..."
Movie_Wiki,Gryffindor,Movie_Harry, Um... have you fixed a nose before?
Movie_Wiki,Ravenclaw,Movie_Luna," No, but I've done several toes. How different are they, really?"
Movie_Wiki,Gryffindor,Movie_Harry," ...Okay, yeah, sure, give it a go."
Movie_Wiki,Ravenclaw,Movie_Luna, Episkey!
Movie_Wiki,Gryffindor,Movie_Harry, Augh...!
Movie_Wiki,Gryffindor,Movie_Harry, Well? How do I look?
Movie_Wiki,Ravenclaw,Movie_Luna, Exceptionally ordinary.
Movie_Wiki,Gryffindor,Movie_Harry, ...Brilliant.
Movie_Wiki,Gryffindor,Movie_Ron, [to Hermione and Ginny] Don't worry. He'll be here in a minute. [starts eating]
Movie_Wiki,Gryffindor,Movie_Hermione, [smacks him on the arm with a book] Will you stop eating? Your best friend is missing!
Movie_Wiki,Gryffindor,Movie_Ron," Oi. Turn around, you lunatic!"
Movie_Wiki,Gryffindor,Movie_Ginny, He's covered in blood again. Why is it he's always covered in blood?
Movie_Wiki,Gryffindor,Movie_Ron, Looks like it's his own this time.
Movie_Wiki,Gryffindor,Movie_Dumbledore," I'm like you, Tom. I'm different."
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 11, Prove it.
Movie_Wiki,Gryffindor,Movie_Dumbledore," I think there's something in your wardrobe trying to get out, Tom."
Movie_Wiki,Gryffindor,Movie_Harry," Did you know, sir? Then?"
Movie_Wiki,Gryffindor,Movie_Dumbledore, Did I know that I just met the most dangerous dark wizard of all time? No.
Movie_Wiki,Slytherin,Movie_Slughorn," What about you, Miss Granger? What do your parents do in the Muggle world?"
Movie_Wiki,Gryffindor,Movie_Hermione, My parents are dentists. [Everyone except Harry looks at her in confusion] They tend to people's teeth.
Movie_Wiki,Slytherin,Movie_Slughorn, Fascinating. And is that considered a dangerous profession?
Movie_Wiki,Gryffindor,Movie_Hermione," No... Although, one boy, Robbie Fenwick did bite my father once. He needed ten stitches."
Movie_Wiki,Gryffindor,Movie_Harry," What brings you here, sir?"
Movie_Wiki,Slytherin,Movie_Slughorn," [good-naturedly/drunkenly] Oh, the Three Broomsticks and I go way back! Farther back than I care to admit! Ho ho ho... Why I can remember when it was just ONE Broomstick! [Slughorn chuckles and spills his drink all over the table, splashing Hermione; she jumps away] Whoops! All hands on deck, there, Granger!"
Movie_Wiki,Gryffindor,Movie_Mcgonagall," [to Harry, Ron, and Hermione] Why is it, whenever something happens, it is always you three?"
Movie_Wiki,Gryffindor,Movie_Ron," Believe me, Professor, I’ve been asking myself the same question for six years."
Movie_Wiki,Gryffindor,Movie_Harry, It was Malfoy.
Movie_Wiki,Gryffindor,Movie_Mcgonagall," That is a very serious accusation, Potter!"
Movie_Wiki,Slytherin,Movie_Snape, Indeed. Your evidence?
Movie_Wiki,Gryffindor,Movie_Harry, I just know.
Movie_Wiki,Slytherin,Movie_Snape," You just know? [pause] Once again you astonish with your gifts Potter, gifts mere mortals can only dream of possessing. How grand it must be... to be the Chosen One."
Movie_Wiki,Gryffindor,Movie_Ron, [about Ginny and Dean] What is it he sees in her?
Movie_Wiki,Gryffindor,Movie_Harry, She's smart... funny... attractive...
Movie_Wiki,Gryffindor,Movie_Ron, Attractive?
Movie_Wiki,Gryffindor,Movie_Harry, Well you know... she has nice... skin.
Movie_Wiki,Gryffindor,Movie_Ron, Skin. So you think Dean's dating my sister because of her skin?
Movie_Wiki,Gryffindor,Movie_Harry," Well, no, I'm just saying it could be a contributing factor."
Movie_Wiki,Gryffindor,Movie_Ron," Hermione's got nice skin. You know, as skin goes, I mean."
Movie_Wiki,Gryffindor,Movie_Harry," I-I've never really thought about it. But I suppose, yeah. Very nice. [long pause] ...I think I'll be going to sleep now."
Movie_Wiki,Slytherin,Movie_Slughorn," Some of your classmates... well, let's just say they're unlikely to make the shelf."
Movie_Wiki,Gryffindor,Movie_Harry," Shelf, sir?"
Movie_Wiki,Slytherin,Movie_Slughorn," Anyone who aspires to be anyone ends up here. But then again, you already are someone, aren't you, Harry?"
Movie_Wiki,Gryffindor,Movie_Harry," Did Voldemort ever make the shelf, sir? [Slughorn freezes] You knew him, didn't you, sir? Tom Riddle? You were his teacher."
Movie_Wiki,Slytherin,Movie_Slughorn, Mr. Riddle had a number of teachers whilst he was here at Hogwarts.
Movie_Wiki,Gryffindor,Movie_Harry," What was he like? [no response] I'm sorry, sir. Forgive me. He killed my parents."
Movie_Wiki,Slytherin,Movie_Slughorn," I... of course, it's only natural you should want to know more. But I'm afraid I must disappoint you, Harry. When I first met young Mr. Riddle, he was a quiet, albeit brilliant boy committed to becoming a first-rate wizard. Not unlike others I've known. Not unlike yourself, in fact. If the monster existed, it was buried deep within."
Movie_Wiki,Gryffindor,Movie_Hermione, [To Harry] You really shouldn't have done it.
Movie_Wiki,Gryffindor,Movie_Harry, I know. I suppose I could've just used a Confundus Charm.
Movie_Wiki,Gryffindor,Movie_Hermione," That was different. That was tryouts. This was an actual game. [Harry takes the vial of Felix Felicis out of his shirt pocket and shows it to Hermione, who looks at it in confusion] You didn't put it in. Ron only thought you did."
Movie_Wiki,Gryffindor,Movie_Hermione, [Tearfully] Charms spell. I'm just practicing.
Movie_Wiki,Gryffindor,Movie_Harry," Well, they're really good. [sits down]"
Movie_Wiki,Gryffindor,Movie_Hermione," How does it feel, Harry? When you see Dean with Ginny? I know. I see the way you look at her. You're my best friend."
Movie_Wiki,Gryffindor,Movie_Lavender, Oops! I think this room's taken! [runs off]
Movie_Wiki,Gryffindor,Movie_Ron, What's with the birds?
Movie_Wiki,Gryffindor,Movie_Hermione, Oppugno.
Movie_Wiki,Gryffindor,Movie_Harry, It feels like this.
Movie_Wiki,Gryffindor,Movie_Hermione, [about Romilda Vane] She's only interested in you because she thinks you're the Chosen One.
Movie_Wiki,Gryffindor,Movie_Harry," But I am the Chosen One. [Hermione hits on the head with a rolled up newspaper.] Sorry, um, kidding."
Movie_Wiki,No Entry,Movie_Waiter, Dragon Tartare?
Movie_Wiki,Gryffindor,Movie_Hermione," No, I’m fine, thank you."
Movie_Wiki,No Entry,Movie_Waiter," Probably just as well, they give one horrible breath."
Movie_Wiki,Gryffindor,Movie_Hermione," On second thoughts... [Grabs tray and gobbles one] Maybe it'll keep Cormac at bay... oh God, here he comes!"
Movie_Wiki,Gryffindor,Movie_Harry, I think she just went to powder her nose.
Movie_Wiki,Gryffindor,Movie_Mclaggen," Slippery little minx your friend is. Likes to work her mouth, too, doesn’t she?"
Movie_Wiki,Gryffindor,Movie_Mclaggen," What is this I'm eating, by the way?"
Movie_Wiki,Gryffindor,Movie_Harry, [tentative] Dragon Balls.
Movie_Wiki,Slytherin,Movie_Snape," [pause] You've just bought yourself a month's detention, McLaggen - [Harry tries to leave] not... so quick, Potter!"
Movie_Wiki,Gryffindor,Movie_Harry," Sir, I really think I should rejoin the party. My date..."
Movie_Wiki,Slytherin,Movie_Snape," Can surely survive another minute or two. Besides, I only wish to convey a message."
Movie_Wiki,Gryffindor,Movie_Harry, Message?
Movie_Wiki,Slytherin,Movie_Snape," From Professor Dumbledore. He asked me to give you his best and he hopes you enjoy your holiday. You see, he’s traveling, and he won’t return until term resumes."
Movie_Wiki,Gryffindor,Movie_Harry, Traveling where?
Movie_Wiki,Gryffindor,Movie_Ginny," [taking a mince pie from the plate on her lap] Open up, you. [Smiling broadly as he looks surprised] Don't you trust me? [she feeds him the mince pie]"
Movie_Wiki,Gryffindor,Movie_Harry, It's good...
Movie_Wiki,Gryffindor,Movie_Ron," [as he is sitting down] Yeah, I'll just... Get... Yeah. [Offering the platter] Pie?"
Movie_Wiki,Gryffindor,Movie_Harry," [curtly] Not for me, no."
Movie_Wiki,Gryffindor,Movie_Ginny, Has Ron gone to bed?
Movie_Wiki,Gryffindor,Movie_Harry," Um... [looks upstairs] not yet, no."
Movie_Wiki,Gryffindor,Movie_Ginny," [indicating his feet] Shoelace. [Harry bends down to re-tie his shoelaces, but Ginny gets there first. When she has finished, she straightens up and moves closer to him.] Merry Christmas, Harry."
Movie_Wiki,Gryffindor,Movie_Harry, Merry Christmas.
Movie_Wiki,Slytherin,Movie_Slughorn," [To Tom] I'd like to know where you get your information. More knowledgeable than half the staff, you are. [Someone in Tom's gang laughs]"
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," Sir, is it true that Professor Merrythought is retiring?"
Movie_Wiki,Slytherin,Movie_Slughorn," Now, Tom, I couldn't tell you if I knew, could I? By the way, thank you for the pineapple. You're quite right, it is my favorite. But how did you know?"
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16, Intuition.
Movie_Wiki,Slytherin,Movie_Slughorn," Good gracious, is it that time, already? Off you go, boys, or Professor Dippet will have us all in detention. [Everyone but Tom leaves. Tom taps the hourglass, and Slughorn notices Tom is still there] Look sharp, Tom. Don't want to be caught out of bed after hours. Is something on your mind, Tom?"
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," Yes, sir. You see, I couldn't think of anyone else to go to. The other professors, well, they're not like you. They might misunderstand."
Movie_Wiki,Slytherin,Movie_Slughorn, Go on.
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," I was in the library the other night, in the Restricted Section, and I read something rather odd about a bit of rare magic, and I thought, perhaps, you could illuminate me. It's called, as I understand it... [He makes an unintelligible sound and Slughorn stares in bewilderment.]"
Movie_Wiki,Slytherin,Movie_Slughorn," I beg your pardon? I don't know anything about such things and if I did, I wouldn't tell you! Now get out of here at once AND DON'T EVER LET ME CATCH YOU MENTIONING IT AGAIN! [The memory becomes cloudy and ends]"
Movie_Wiki,Gryffindor,Movie_Ginny," Close your eyes. That way you can’t be tempted. [she hides the Half-Blood Prince's book, then kisses Harry] That can stay hidden up here too, if you like."
Movie_Wiki,Gryffindor,Movie_Ron," So, did you and Ginny do it, then?"
Movie_Wiki,Gryffindor,Movie_Harry, [alarmed] What?
Movie_Wiki,Gryffindor,Movie_Ron," You know, hide the book?"
Movie_Wiki,Gryffindor,Movie_Harry, Oh... yeah.
Movie_Wiki,Gryffindor,Movie_Lavender, [noticing Hermione at Ron's side in the Hospital Wing] What's she doing here!?
Movie_Wiki,Gryffindor,Movie_Hermione, I might ask you the same question!
Movie_Wiki,Gryffindor,Movie_Lavender, I happen to be his girlfriend!
Movie_Wiki,Gryffindor,Movie_Hermione, I happen to be his... friend.
Movie_Wiki,Gryffindor,Movie_Lavender, Don't make me laugh. You haven't spoken in weeks! I suppose you want to make up now that he's suddenly all interesting!
Movie_Wiki,Gryffindor,Movie_Hermione," He's been poisoned, you daft dimbo! And for the record, I've always found him interesting."
Movie_Wiki,Gryffindor,Movie_Lavender," Ah! See? He senses my presence. [leans down] Don't worry, Won-Won! I'm here. I'm here."
Movie_Wiki,Gryffindor,Movie_Ron, [croaks] Uh... Hermione... Her... my... nee. Hermione...
Movie_Wiki,Gryffindor,Movie_Dumbledore," [jovially] Oh, to be young and to feel love's keen sting. Well, come away everyone... Mr. Weasley is well tended."
Movie_Wiki,Gryffindor,Movie_Ginny," [whispering to Harry] About time, too. Don't you think?"
Movie_Wiki,Gryffindor,Movie_Harry, [To Madam Pomfrey as she puts something on Ron's bedside table] Thank you.
Movie_Wiki,Gryffindor,Movie_Hermione," [noticing Harry's expression] Oh, shut up."
Movie_Wiki,Slytherin,Movie_Slughorn," [Gasps in surprise] Merlin's beard, Harry!"
Movie_Wiki,Gryffindor,Movie_Harry," Oh, sorry, sir, I should've announced myself. Cleared my throat. Coughed. You probably feared I was Professor Sprout!"
Movie_Wiki,Slytherin,Movie_Slughorn," Yes, I did actually! ...What made you think that?"
Movie_Wiki,Gryffindor,Movie_Harry," Oh, well, just the general behavior, sir - the sneaking around, jumping when you saw me... Are those tentacular leaves, sir? They're very valuable, aren't they?"
Movie_Wiki,Slytherin,Movie_Slughorn," Ten Galleons a leaf to the right buyer! ...Not that I'm familiar with any such back alley transactions, but one does hear rumors. My own interests are purely academic, of course."
Movie_Wiki,Gryffindor,Movie_Harry," Personally, these plants always kind of freak me out."
Movie_Wiki,Slytherin,Movie_Slughorn," Harry, I must insist you accompany me back to the castle immediately!"
Movie_Wiki,Gryffindor,Movie_Harry," That would be counter-productive, sir!"
Movie_Wiki,Slytherin,Movie_Slughorn, What makes you say that?
Movie_Wiki,Gryffindor,Movie_Harry, No idea.
Movie_Wiki,Gryffindor,Movie_Harry," I'm going to tell you something - something others have only guessed at. It's true. I am the Chosen One, only I can destroy him, but in order to do so, I need to know what Tom Riddle asked you all those years ago in your office, and I need to know what you told him. Be brave, sir. Be brave like my mother. Otherwise you disgrace her. Otherwise she died for nothing. Otherwise the bowl will remain empty, forever."
Movie_Wiki,Slytherin,Movie_Slughorn," Please... don't think badly of me when you see it. You've no idea how he was like, even then. [Withdraws memory]"
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," [approaching Slughorn] I was in the library the other night, in the Restricted Section, and I read something rather odd about a bit of rare magic. It's called, as I understand it... a Horcrux."
Movie_Wiki,Slytherin,Movie_Slughorn, I beg your pardon?
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16, A Horcrux. I came across the term while reading and I didn't fully understand it.
Movie_Wiki,Slytherin,Movie_Slughorn," I'm not sure what you were reading, Tom, but this is very dark stuff. Very dark indeed."
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16, Which is why I came to you.
Movie_Wiki,Slytherin,Movie_Slughorn, [Stares at Tom for a second] A Horcrux is an object in which a person has concealed part of their soul.
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," But I don't understand how that works, sir."
Movie_Wiki,Slytherin,Movie_Slughorn," One splits ones soul and hides part of it in an object. By doing so, you are protected, should you be attacked and your body destroyed."
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16, Protected?
Movie_Wiki,Slytherin,Movie_Slughorn," That part of your soul that is hidden lives on. In other words, you cannot die."
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," [Looks into the fireplace] And how does one split his soul, sir?"
Movie_Wiki,Slytherin,Movie_Slughorn," I think you already know the answer to that, Tom."
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16, Murder.
Movie_Wiki,Slytherin,Movie_Slughorn, Yes. Killing rips the soul apart. It's a violation against nature.
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," [Adjusting ring on his finger, the same one in present day Dumbledore's office] Can you only split the soul once? For instance, isn't seven..."
Movie_Wiki,Slytherin,Movie_Slughorn," Seven? Merlin's beard, Tom! Isn't it bad enough to consider killing one person? To rip the soul into seven pieces... This is all hypothetical, isn't it, Tom? All academic?"
Movie_Wiki,Slytherin,Movie_Tom Riddle - Age 16," [Smiling] Of course, sir. It'll be our little secret."
Movie_Wiki,Gryffindor,Movie_Dumbledore," Good evening, Draco. What brings you here on this fine, spring evening?"
Movie_Wiki,Slytherin,Movie_Malfoy, Who else is here? I heard you talking.
Movie_Wiki,Gryffindor,Movie_Dumbledore," I often talk aloud to myself. I find it extraordinarily useful. Have you been whispering to you yourself, Draco? Draco, you are no assassin."
Movie_Wiki,Slytherin,Movie_Malfoy, How do you know what I am?! I've done things that would shock you!
Movie_Wiki,Gryffindor,Movie_Dumbledore," Like cursing Katie Bell and hoping that, in return, she would bear a cursed necklace to me? Like replacing a bottle of mead with one laced with poison? Forgive me, Draco, but I cannot help feeling these actions are so weak that your heart can't really have been in them."
Movie_Wiki,Slytherin,Movie_Malfoy, He trusts me! I was chosen! [reveals the Dark Mark on his left arm]
Movie_Wiki,Gryffindor,Movie_Dumbledore, I shall make it easy for you... [raises his wand]
Movie_Wiki,Slytherin,Movie_Malfoy, Expelliarmus!
Movie_Wiki,Gryffindor,Movie_Dumbledore," [wand flies out of his hand] Very good, very good. [door opens in the distance] You're not alone? There are others? How?"
Movie_Wiki,Slytherin,Movie_Malfoy, The Vanishing Cabinet in the Room of Requirement. I've been mending it.
Movie_Wiki,Gryffindor,Movie_Dumbledore, Let me guess; It has a sister? A twin?
Movie_Wiki,Slytherin,Movie_Malfoy, At Borgin & Burke's. They form a passage.
Movie_Wiki,Gryffindor,Movie_Dumbledore," Ingenius. Draco, years ago, I knew a boy who made all the wrong choices. Please let me help you."
Movie_Wiki,Slytherin,Movie_Malfoy, [breaking into tears] I don't want your help! Don't you understand? I have to do this! I have to kill you! Or he's gonna kill me...
Movie_Wiki,Slytherin,Movie_Bellatrix," [walking into the astronomy tower followed by Death Eaters] Well, look what we have here. Well done, Draco!"
Movie_Wiki,Gryffindor,Movie_Dumbledore," Good evening, Bellatrix. I think introductions are in order, don't you think?"
Movie_Wiki,Slytherin,Movie_Bellatrix," Love to, Albus, but I'm afraid we're on a bit of a tight schedule. [to Draco] Do it!"
Movie_Wiki,Slytherin,Movie_Greyback, He doesn't have the stomach... just like his father. Let me finish him in my own way.
Movie_Wiki,Slytherin,Movie_Bellatrix," No! The Dark Lord was clear; The boy's to do it. This is your moment. Do it! Go on, Draco! NOW!"
Movie_Wiki,Slytherin,Movie_Snape, No. [steps in]
Movie_Wiki,Gryffindor,Movie_Dumbledore, Severus... please.
Movie_Wiki,Slytherin,Movie_Snape, Avada Kedavra!
Movie_Wiki,Gryffindor,Movie_Harry," Incarcerous! [Snape blocks the spell] Fight back! You coward, fight back!"
Movie_Wiki,Slytherin,Movie_Snape, No! He belongs to the Dark Lord!
Movie_Wiki,Gryffindor,Movie_Harry, Sectumsempra!
Movie_Wiki,Slytherin,Movie_Snape," You dare use my own spells against me, Potter? [Harry stares in horror] Yes. I'm the Half-Blood Prince. [Kicks Harry's wand away and leaves]"
Movie_Wiki,Gryffindor,Movie_Mcgonagall," Potter... In light of what has happened. If you should have the need to talk to someone... You should know, Professor Dumbledore... You meant a great deal to him."
Movie_Wiki,Gryffindor,Movie_Hermione, Do you think he would've done it? Draco.
Movie_Wiki,Gryffindor,Movie_Harry," No. No, he was lowering his wand. In the end, it was Snape. It was always Snape. I did nothing. [Harry gives the locket to Hermione] It's fake. Open it."
Movie_Wiki,Gryffindor,Movie_Hermione," [opens the locket and reads the message] ""To the Dark Lord"
Movie_Wiki,Gryffindor,Movie_Harry," Don't know. But whoever they are, they have the real Horcrux. It means it was all a waste. All of it."
Movie_Wiki,Gryffindor,Movie_Hermione," Ron's okay with it, you know. You and Ginny. If I were you when he's around, I'd keep snogging to a minimum."
Movie_Wiki,Gryffindor,Movie_Harry," I'm not coming back, Hermione. I've got to finish whatever Dumbledore started. And I don't know where that'll lead me, but I'll let you and Ron know where I am... when I can."
Movie_Wiki,Gryffindor,Movie_Hermione," I've always admired your courage, Harry. But sometimes, you can be really thick. You don't really think you're going to be able to find all those Horcruxes by yourself, do you? You need us, Harry."
Movie_Wiki,Gryffindor,Movie_Harry," Just do me a favor. When I’m around, keep the snogging to a minimum, please."
Movie_Wiki,Gryffindor,Movie_Hermione," [chuckles] Like that’s going to happen. Besides, he’s barking."
Movie_Wiki,Gryffindor,Movie_Harry," Funny, he says the same thing about you."
Movie_Wiki,Gryffindor,Movie_Hermione," Yes, but I’m exceptionally perceptive."
Movie_Wiki,Gryffindor,Movie_Harry, [chuckles] You’re brilliant. You’re both brilliant. I never realized how beautiful this place was.
Movie_Wiki,Gryffindor,Movie_Harry,"[Referring to Voldemort] The longer we stay here, the stronger he gets."
Movie_Wiki,Gryffindor,Movie_Harry,"I told you everything Dumbledore told me. And in case you haven't noticed, we have found a Horcrux already."
Movie_Wiki,Gryffindor,Movie_Harry,"[last lines, about Dobby] I want to bury him. Properly, without magic."
Movie_Wiki,Gryffindor,Movie_Ron,[Referring to Hermione] We won't last two days without her. [pause] Don't tell her I said that.
Movie_Wiki,Gryffindor,Movie_Ron,[after barely managing to destroy a horcrux] Just think. Only three more to go.
Movie_Wiki,Gryffindor,Movie_Ron,[About Xenophilius] That treacherous little bleeder! Is there no one we can trust?
Movie_Wiki,Gryffindor,Movie_Hermoine,"If Voldemort really has taken over the Ministry, none of the old places are safe."
Movie_Wiki,Gryffindor,Movie_Hermoine,Actually I'm highly logical which allows me to look past extraneous detail and perceive clearly that which others overlook.
Movie_Wiki,Gryffindor,Movie_Hermoine,"Forest of Dean. I came here once with Mum and Dad. That was years ago. It's just how I remember it. The trees, the river, everything. Like nothing's changed... not true of course. Everything's changed. If I brought them back here now, they'd probably not recognize any of it. Not the trees, not the river... not even me. [Pause] Maybe we should just stay here, Harry. Grow old... [Another pause] You wanted to know who the boy in the photograph was. I know. Gellert Grindlewald. [Hands Harry The Life and Lies of Albus Dumbledore]"
Movie_Wiki,Gryffindor,Movie_Hermoine,"[Whacking Ron with a backpack with each word after he returns] You...complete...ARSE, Ronald Weasley! You show up here after WEEKS, and you say 'Hey'?!"
Movie_Wiki,Gryffindor,Movie_Hermoine,"[Reading the Tale of the Three Brothers] ""There were once three brothers who were traveling along a lonely winding road, at twilight. In time, the brothers reached a river too treacherous to pass, but being learned in the magical arts, the three brothers simply waved their wands and made a bridge. Before they could cross, however, they found their path blocked by a hooded figure. It was Death, and he felt cheated. Cheated because travelers would normally drown in the river, but Death was cunning. He pretended to congratulate the three brothers on their magic and said that each had earned a prize for having been clever enough to evade him. The oldest asked for a wand more powerful than any in existence, so Death fashioned him one from an elder tree that stood nearby. The second brother decided he wanted to humiliate Death even further and asked for the power to recall loved ones from the grave, so Death plucked a stone from the river and offered it to him. Finally Death turned to the third brother. A humble man, he asked for something that would allow him to go forth from that place without being followed by Death. And so it was that Death reluctantly handed over his own Cloak of Invisibility. The first brother traveled to a distant village. While with the Elder Wand in hand, he killed a wizard with whom he had once quarreled. Drunk with the power that the Elder Wand had given him, he bragged of his invincibility. But that night, another wizard stole the wand and slit the brother's throat for good measure. And so Death took the first brother for his own. The second brother journeyed to his home, where he took the stone and turned it thrice in hand. To his delight, the girl he had once hoped to marry before her untimely death appeared before him. Yet soon she turned sad and cold, for she did not belong in the mortal world. Driven mad with hopeless longing, the second brother killed himself so as to join her. And so Death took the second brother. As for the third brother, Death searched for many years but was never able to find him. Only when he attained a great age did the youngest brother shed the Cloak of Invisibility and give it to his son. He then greeted Death as an old friend and went with him gladly, departing this life as equals."""
Movie_Wiki,Slytherin,Movie_Voldemort,"As inspiring as I find your bloodlust, Bellatrix, I must be the one to kill Harry Potter."
